GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Fuel used (trip)(l),Distance to empty (Estimated)(km),Trip Distance(km),Kilometers Per Litre(Instant)(kpl),Fuel Level (From Engine ECU)(%),Horsepower (At the wheels)(hp),Fuel pressure(psi),Acceleration Sensor(Total)(g),Engine Oil Temperature(°C),Speed (OBD)(km/h),GPS Latitude(°),GPS Longitude(°),Speed (GPS)(km/h),GPS Accuracy(m),GPS Satellites
Tue Apr 16 20:59:07 ART 2013,16-abr-2013 20:59:06.489,-60.74106133,-32.73765705,0.0,4.0,37.599998474121094,0.0,-1.17720926,0.31392246,9.41767406,-0.11923599,-,-,-,1.92323327,-,-,-,-,-0.03166171,-,-,-32.73765564,-60.74106216,0,4,7
Tue Apr 16 20:59:08 ART 2013,16-abr-2013 20:59:07.491,-60.74106132,-32.73765701,0.0,4.0,37.599998474121094,0.0,-1.17720926,0.31392246,9.41767406,-0.12104771,-,-,-,1.92323327,-,-,-,-,-0.03166171,-,-,-32.73765564,-60.74106216,0,4,6
Tue Apr 16 20:59:09 ART 2013,16-abr-2013 20:59:08.469,-60.74106131,-32.73765698,0.0,4.0,37.599998474121094,0.0,-1.25568986,0.39240307,9.41767406,-0.11791456,-,-,-,1.92323327,-,-,-,-,-0.03033984,-,-,-32.73765564,-60.74106216,0,4,6
Tue Apr 16 20:59:10 ART 2013,16-abr-2013 20:59:09.476,-60.74106131,-32.73765696,0.0,4.0,37.599998474121094,0.0,-1.17720926,0.39240307,9.41767406,-0.11893851,-,-,-,1.92323327,-,-,-,-,-0.03166171,-,-,-32.73765564,-60.74106216,0,4,6
Tue Apr 16 20:59:11 ART 2013,16-abr-2013 20:59:10.539,-60.74106132,-32.73765693,0.0,4.0,37.599998474121094,0.0,-1.17720926,0.31392246,9.41767406,-0.11923599,-,-,-,1.92323327,-,-,-,-,-0.02241335,-,-,-32.73765564,-60.74106216,0,4,6
Tue Apr 16 20:59:12 ART 2013,16-abr-2013 20:59:11.711,-60.74106131,-32.7376569,0.0,4.0,37.599998474121094,0.0,-1.17720926,0.31392246,9.41767406,-0.11923599,-,-,-,1.92323327,-,-,-,-,-0.03166171,-,-,-32.73765564,-60.74106216,0,4,6
Tue Apr 16 20:59:13 ART 2013,16-abr-2013 20:59:12.489,-60.74106132,-32.7376569,0.0,4.0,37.599998474121094,0.0,-1.17720926,0.31392246,9.41767406,-0.11923599,-,-,-,1.92323327,-,-,-,-,-0.0306371,-,-,-32.73765564,-60.74106216,0,4,6
Tue Apr 16 20:59:14 ART 2013,16-abr-2013 20:59:13.490,-60.74106129,-32.73765689,0.0,4.0,37.599998474121094,0.0,-1.25568986,0.39240307,9.41767406,-0.11791456,-,-,-,1.92323327,-,-,-,-,-0.03033984,-,-,-32.73765564,-60.74106216,0,4,8
Tue Apr 16 20:59:15 ART 2013,16-abr-2013 20:59:14.488,-60.74106125,-32.73765683,0.0,4.0,37.599998474121094,0.0,-1.17720926,0.31392246,9.49615479,-0.11130148,-,-,-,1.92323327,-,-,-,-,-0.03166171,-,-,-32.73765564,-60.74106216,0,4,8
Tue Apr 16 20:59:16 ART 2013,16-abr-2013 20:59:15.492,-60.74106121,-32.73765676,0.0,4.0,37.599998474121094,0.0,-1.25568986,0.31392246,9.33919334,-0.12613666,-,-,-,1.92323327,-,-,-,-,-0.03166171,-,-,-32.73765564,-60.74106216,0,4,8
Tue Apr 16 20:59:17 ART 2013,16-abr-2013 20:59:16.542,-60.74106113,-32.7376567,0.0,4.0,37.599998474121094,0.0,-1.17720926,0.39240307,9.41767406,-0.09895247,-,-,-,1.92323327,-,-,-,-,-0.03166171,-,-,-32.73765564,-60.74106216,0,4,8
Tue Apr 16 20:59:18 ART 2013,16-abr-2013 20:59:17.543,-60.74106109,-32.73765666,0.0,4.0,37.599998474121094,0.0,-1.02024806,0.62784493,9.33919334,-0.1274361,-,-,-,1.92323327,-,-,-,-,-0.03166171,-,-,-32.73765564,-60.74106216,0,4,8
Tue Apr 16 20:59:19 ART 2013,16-abr-2013 20:59:18.565,-60.74106107,-32.73765664,0.0,4.0,37.599998474121094,0.0,-1.25568986,0.31392246,9.41767406,-0.11821175,-,-,-,1.92323327,-,-,-,-,-0.02270821,-,-,-32.73765564,-60.74106216,0,4,8
Tue Apr 16 20:59:20 ART 2013,16-abr-2013 20:59:19.549,-60.74106105,-32.73765661,0.0,4.0,37.599998474121094,0.0,-1.25568986,0.31392246,9.33919334,-0.12613666,-,-,-,1.92323327,-,-,-,-,-0.03136413,-,-,-32.73765564,-60.74106216,0,4,8
Tue Apr 16 20:59:21 ART 2013,16-abr-2013 20:59:20.504,-60.74106112,-32.73765664,0.0,4.0,37.599998474121094,0.0,-1.33417046,0.70632553,10.98728657,0.04328728,-,-,-,1.92323327,-,-,-,-,0.13091704,-,-,-32.73765564,-60.74106216,0,4,8
Tue Apr 16 20:59:22 ART 2013,16-abr-2013 20:59:21.480,-60.74106117,-32.73765667,0.0,4.0,37.599998474121094,0.0,2.51137972,1.64809287,0.62784493,-0.77442169,-,-,-,1.92323327,-,-,-,-,-0.68707126,-,-,-32.73765564,-60.74106216,0,4,8
Tue Apr 16 20:59:23 ART 2013,16-abr-2013 20:59:22.479,-60.74105873,-32.73765354,0.0,4.0,37.29999923706055,0.0,-2.35441852,4.08099222,7.06325531,-0.22175658,-,-,-,1.92323327,-,-,-,-,-0.13421737,-,-,-32.73765182,-60.74105835,0,4,8
Tue Apr 16 20:59:24 ART 2013,16-abr-2013 20:59:23.470,-60.74105743,-32.73765186,0.0,4.0,37.29999923706055,0.0,0.78480613,2.11897659,10.04551888,-0.0376488,-,-,-,1.92323327,-,-,-,-,-0.04039843,-,-,-32.73765182,-60.74105835,0,4,8
Tue Apr 16 20:59:25 ART 2013,16-abr-2013 20:59:24.473,-60.74105679,-32.73765102,0.0,4.0,37.29999923706055,0.0,1.02024806,2.432899,9.41767406,-0.09028041,-,-,-,1.92323327,-,-,-,-,0.01701644,-,-,-32.73765182,-60.74105835,0,4,8
Tue Apr 16 20:59:26 ART 2013,16-abr-2013 20:59:25.484,-60.74105697,-32.73765058,0.0,4.0,37.29999923706055,0.0,0.86328679,2.11897659,9.33919334,-0.10708082,-,-,-,1.92323327,-,-,-,-,-0.03573789,-,-,-32.73765182,-60.74105835,0,4,9
Tue Apr 16 20:59:27 ART 2013,16-abr-2013 20:59:26.473,-60.74105779,-32.73765019,0.0,4.0,37.20000076293945,0.0,0.62784493,2.11897659,9.1822319,-0.12450659,-,-,-,1.92323327,-,-,-,-,-0.01124171,-,-,-32.73765182,-60.74105835,0,4,9
Tue Apr 16 20:59:28 ART 2013,16-abr-2013 20:59:27.469,-60.74105808,-32.73765001,0.0,4.0,37.20000076293945,0.0,-3.76706958,-3.84555006,11.22272778,0.18156731,-,-,-,1.92323327,-,-,-,-,-0.01901261,-,-,-32.73765182,-60.74105835,0,4,9
Tue Apr 16 20:59:29 ART 2013,16-abr-2013 20:59:28.465,-60.74105832,-32.73764997,0.0,4.0,37.20000076293945,0.0,5.10124016,-8.47590637,1.80505419,-0.0621736,-,-,-,1.92323327,-,-,-,-,0.02542015,-,-,-32.73765182,-60.74105835,0,4,9
Tue Apr 16 20:59:30 ART 2013,16-abr-2013 20:59:29.472,-60.7410589,-32.73764992,0.0,4.0,37.099998474121094,0.0,-5.57212353,1.72657359,7.22021675,-0.14103538,-,-,-,1.92323327,-,-,-,-,-0.05346855,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 20:59:31 ART 2013,16-abr-2013 20:59:30.486,-60.7410592,-32.73764995,0.0,4.0,37.099998474121094,0.0,-4.39491463,-0.86328679,15.93156528,0.59972668,-,-,-,1.92323327,-,-,-,-,1.18652129,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 20:59:32 ART 2013,16-abr-2013 20:59:31.466,-60.74105935,-32.73764996,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.92323327,-,-,-,-,-0.02143119,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 20:59:33 ART 2013,16-abr-2013 20:59:32.470,-60.74105945,-32.73765,0.0,4.0,37.099998474121094,0.0,-0.07848062,0.54936433,9.57463551,-0.10959792,-,-,-,1.92323327,-,-,-,-,-0.02202039,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 20:59:34 ART 2013,16-abr-2013 20:59:33.465,-60.74105948,-32.73764999,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 20:59:35 ART 2013,16-abr-2013 20:59:34.464,-60.7410595,-32.73765001,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 20:59:36 ART 2013,16-abr-2013 20:59:35.482,-60.74105954,-32.73765005,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 20:59:37 ART 2013,16-abr-2013 20:59:36.470,-60.74105953,-32.73765006,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 20:59:38 ART 2013,16-abr-2013 20:59:37.473,-60.74105956,-32.73765007,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 20:59:39 ART 2013,16-abr-2013 20:59:38.465,-60.74105956,-32.73765005,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,5,7
Tue Apr 16 20:59:40 ART 2013,16-abr-2013 20:59:39.468,-60.74105957,-32.73765007,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,5,7
Tue Apr 16 20:59:41 ART 2013,16-abr-2013 20:59:40.465,-60.74105959,-32.73765009,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,5,7
Tue Apr 16 20:59:42 ART 2013,16-abr-2013 20:59:41.483,-60.74105962,-32.73765014,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02951456,-,-,-32.73765182,-60.74105835,0,5,7
Tue Apr 16 20:59:43 ART 2013,16-abr-2013 20:59:42.471,-60.74105966,-32.73765018,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,5,6
Tue Apr 16 20:59:44 ART 2013,16-abr-2013 20:59:43.481,-60.74105966,-32.73765021,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,5,7
Tue Apr 16 20:59:45 ART 2013,16-abr-2013 20:59:44.485,-60.74105964,-32.73765021,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,5,7
Tue Apr 16 20:59:46 ART 2013,16-abr-2013 20:59:45.479,-60.74105962,-32.73765022,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,5,7
Tue Apr 16 20:59:47 ART 2013,16-abr-2013 20:59:46.464,-60.74105963,-32.73765028,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,5,7
Tue Apr 16 20:59:48 ART 2013,16-abr-2013 20:59:47.464,-60.74105961,-32.73765027,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 20:59:49 ART 2013,16-abr-2013 20:59:48.466,-60.74105961,-32.73765028,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03000963,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 20:59:50 ART 2013,16-abr-2013 20:59:49.481,-60.74105957,-32.73765026,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 20:59:51 ART 2013,16-abr-2013 20:59:50.468,-60.74105958,-32.73765026,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 20:59:52 ART 2013,16-abr-2013 20:59:51.488,-60.74105959,-32.73765025,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 20:59:53 ART 2013,16-abr-2013 20:59:52.474,-60.74105961,-32.73765026,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,5,6
Tue Apr 16 20:59:54 ART 2013,16-abr-2013 20:59:53.478,-60.74105962,-32.73765027,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03000963,-,-,-32.73765182,-60.74105835,0,5,6
Tue Apr 16 20:59:55 ART 2013,16-abr-2013 20:59:54.482,-60.74105964,-32.73765033,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,5,6
Tue Apr 16 20:59:56 ART 2013,16-abr-2013 20:59:55.480,-60.74105968,-32.73765038,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,5,6
Tue Apr 16 20:59:57 ART 2013,16-abr-2013 20:59:56.492,-60.74105975,-32.73765047,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,5,6
Tue Apr 16 20:59:58 ART 2013,16-abr-2013 20:59:57.480,-60.74105977,-32.7376505,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,5,6
Tue Apr 16 20:59:59 ART 2013,16-abr-2013 20:59:58.465,-60.74105981,-32.73765053,0.0,4.0,37.099998474121094,0.0,-0.07848062,0.54936433,9.41767406,-0.12557083,-,-,-,1.92323327,-,-,-,-,-0.0379987,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 21:00:00 ART 2013,16-abr-2013 20:59:59.480,-60.74105982,-32.73765054,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 21:00:01 ART 2013,16-abr-2013 21:00:00.481,-60.74105982,-32.73765055,0.0,5.0,37.099998474121094,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,5,6
Tue Apr 16 21:00:02 ART 2013,16-abr-2013 21:00:01.463,-60.74105982,-32.73765058,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 21:00:03 ART 2013,16-abr-2013 21:00:02.464,-60.74105985,-32.73765063,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.92323327,-,-,-,-,-0.02143119,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 21:00:04 ART 2013,16-abr-2013 21:00:03.736,-60.74105965,-32.73765076,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11708957,-,-,-,1.92323327,-,-,-,-,-0.02951456,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 21:00:05 ART 2013,16-abr-2013 21:00:04.466,-60.74105954,-32.73765083,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 21:00:06 ART 2013,16-abr-2013 21:00:05.480,-60.74105949,-32.73765088,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 21:00:07 ART 2013,16-abr-2013 21:00:06.560,-60.74105946,-32.7376509,0.0,4.0,37.20000076293945,0.0,-0.07848062,0.54936433,9.49615479,-0.11071146,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 21:00:08 ART 2013,16-abr-2013 21:00:07.490,-60.74105947,-32.73765094,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 21:00:09 ART 2013,16-abr-2013 21:00:08.510,-60.74105949,-32.73765098,0.0,4.0,37.099998474121094,0.0,-0.15696123,0.62784493,9.49615479,-0.11682576,-,-,-,1.92323327,-,-,-,-,-0.02925063,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 21:00:10 ART 2013,16-abr-2013 21:00:09.478,-60.74105944,-32.73765104,0.0,4.0,37.20000076293945,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,4,7
Tue Apr 16 21:00:11 ART 2013,16-abr-2013 21:00:10.517,-60.74105942,-32.73765108,0.0,4.0,37.20000076293945,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 21:00:12 ART 2013,16-abr-2013 21:00:11.705,-60.74105942,-32.73765111,0.0,4.0,37.20000076293945,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 21:00:13 ART 2013,16-abr-2013 21:00:12.492,-60.74105945,-32.73765113,0.0,4.0,37.20000076293945,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 21:00:14 ART 2013,16-abr-2013 21:00:13.492,-60.74105949,-32.73765116,0.0,4.0,37.20000076293945,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 21:00:15 ART 2013,16-abr-2013 21:00:14.492,-60.74105951,-32.73765117,0.0,4.0,37.20000076293945,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03000963,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 21:00:16 ART 2013,16-abr-2013 21:00:15.492,-60.74105955,-32.73765124,0.0,4.0,37.20000076293945,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 21:00:17 ART 2013,16-abr-2013 21:00:16.487,-60.74105959,-32.7376513,0.0,3.0,37.20000076293945,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03000963,-,-,-32.73765182,-60.74105835,0,3,6
Tue Apr 16 21:00:18 ART 2013,16-abr-2013 21:00:17.490,-60.74105963,-32.73765135,0.0,4.0,37.20000076293945,0.0,-0.07848062,0.54936433,9.49615479,-0.11758447,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,4,6
Tue Apr 16 21:00:19 ART 2013,16-abr-2013 21:00:18.551,-60.74105969,-32.73765141,0.0,3.0,37.20000076293945,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03000963,-,-,-32.73765182,-60.74105835,0,3,6
Tue Apr 16 21:00:20 ART 2013,16-abr-2013 21:00:19.478,-60.74105976,-32.73765147,0.0,3.0,37.20000076293945,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765182,-60.74105835,0,3,6
Tue Apr 16 21:00:21 ART 2013,16-abr-2013 21:00:20.550,-60.74105981,-32.7376515,0.0,3.0,37.20000076293945,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.03000963,-,-,-32.73765182,-60.74105835,0,3,7
Tue Apr 16 21:00:22 ART 2013,16-abr-2013 21:00:21.478,-60.74106128,-32.73765301,0.0,3.0,37.29999923706055,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03749952,-,-,-32.73765182,-60.74106216,0,3,7
Tue Apr 16 21:00:23 ART 2013,16-abr-2013 21:00:22.491,-60.74106222,-32.73765401,0.0,3.0,37.29999923706055,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765564,-60.74106216,0,3,7
Tue Apr 16 21:00:24 ART 2013,16-abr-2013 21:00:23.477,-60.74106331,-32.73765507,0.0,3.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106216,0,3,7
Tue Apr 16 21:00:25 ART 2013,16-abr-2013 21:00:24.487,-60.74106382,-32.73765568,0.0,3.0,37.400001525878906,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765564,-60.74106216,0,3,7
Tue Apr 16 21:00:26 ART 2013,16-abr-2013 21:00:25.489,-60.74106412,-32.73765608,0.0,3.0,37.400001525878906,0.0,-0.07848062,0.54936433,9.49615479,-0.11758447,-,-,-,1.92323327,-,-,-,-,-0.02951456,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:27 ART 2013,16-abr-2013 21:00:26.505,-60.74106427,-32.73765628,0.0,3.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:28 ART 2013,16-abr-2013 21:00:27.479,-60.74106436,-32.73765639,0.0,3.0,37.400001525878906,0.0,-0.07848062,0.54936433,9.49615479,-0.11758447,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:29 ART 2013,16-abr-2013 21:00:28.751,-60.74106441,-32.73765646,0.0,3.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:30 ART 2013,16-abr-2013 21:00:29.770,-60.74106446,-32.7376565,0.0,3.0,37.400001525878906,0.0,-0.4708837,0.54936433,9.26071262,-0.14035922,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:31 ART 2013,16-abr-2013 21:00:30.465,-60.74106451,-32.73765654,0.0,3.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:32 ART 2013,16-abr-2013 21:00:31.539,-60.74106458,-32.73765657,0.0,3.0,37.400001525878906,0.0,0,0.86328679,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:33 ART 2013,16-abr-2013 21:00:32.540,-60.74106461,-32.7376566,0.0,3.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:34 ART 2013,16-abr-2013 21:00:33.477,-60.74106465,-32.73765662,0.0,3.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03000963,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:35 ART 2013,16-abr-2013 21:00:34.539,-60.74106469,-32.73765664,0.0,3.0,37.400001525878906,0.0,-0.07848062,0.4708837,9.33919334,-0.13399321,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:36 ART 2013,16-abr-2013 21:00:35.466,-60.74106473,-32.73765666,0.0,3.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:37 ART 2013,16-abr-2013 21:00:36.484,-60.74106477,-32.73765668,0.0,3.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,3,7
Tue Apr 16 21:00:38 ART 2013,16-abr-2013 21:00:37.484,-60.74106481,-32.73765669,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,4,7
