GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Fuel used (trip)(l),Distance to empty (Estimated)(km),Trip Distance(km),Kilometers Per Litre(Instant)(kpl),Fuel Level (From Engine ECU)(%),Horsepower (At the wheels)(hp),Fuel pressure(psi),Acceleration Sensor(Total)(g),Engine Oil Temperature(°C),Speed (OBD)(km/h),GPS Latitude(°),GPS Longitude(°),Speed (GPS)(km/h),GPS Accuracy(m),GPS Satellites
Tue Apr 16 21:00:39 ART 2013,16-abr-2013 21:00:38.484,-60.74106483,-32.73765669,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.12535509,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:00:40 ART 2013,16-abr-2013 21:00:39.484,-60.74106486,-32.73765669,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:00:41 ART 2013,16-abr-2013 21:00:40.750,-60.74106489,-32.73765671,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.39240307,9.57463551,-0.11012179,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:00:42 ART 2013,16-abr-2013 21:00:41.738,-60.74106491,-32.73765672,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02300319,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:00:43 ART 2013,16-abr-2013 21:00:42.482,-60.74106496,-32.73765673,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:00:44 ART 2013,16-abr-2013 21:00:43.475,-60.741065,-32.73765675,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:00:45 ART 2013,16-abr-2013 21:00:44.855,-60.74106503,-32.73765675,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:00:46 ART 2013,16-abr-2013 21:00:45.541,-60.74106506,-32.73765677,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.65311527,-0.10135156,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:00:47 ART 2013,16-abr-2013 21:00:46.552,-60.74106509,-32.73765678,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765564,-60.74106598,0,4,5
Tue Apr 16 21:00:48 ART 2013,16-abr-2013 21:00:47.719,-60.74106513,-32.7376568,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:00:49 ART 2013,16-abr-2013 21:00:48.475,-60.74106514,-32.73765681,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.62784493,9.41767406,-0.12497205,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:00:50 ART 2013,16-abr-2013 21:00:49.575,-60.74106515,-32.73765681,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.03000963,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:00:51 ART 2013,16-abr-2013 21:00:50.539,-60.74106519,-32.73765683,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.4708837,9.49615479,-0.11791456,-,-,-,1.92323327,-,-,-,-,-0.03033981,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:00:52 ART 2013,16-abr-2013 21:00:51.489,-60.74106521,-32.73765684,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:00:53 ART 2013,16-abr-2013 21:00:52.543,-60.74106523,-32.73765685,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.02737217,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:00:54 ART 2013,16-abr-2013 21:00:53.487,-60.74106526,-32.73765686,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.62784493,9.41767406,-0.12497205,-,-,-,1.92323327,-,-,-,-,-0.03739972,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:00:55 ART 2013,16-abr-2013 21:00:54.566,-60.74106528,-32.73765686,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.06268168,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:00:56 ART 2013,16-abr-2013 21:00:55.645,-60.74106531,-32.73765686,0.0,5.0,37.400001525878906,0.0,-0.07848062,0.78480613,9.41767406,-0.12387526,-,-,-,1.92323327,-,-,-,-,-0.03630255,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:00:57 ART 2013,16-abr-2013 21:00:56.535,-60.74106533,-32.73765687,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.78480613,9.49615479,-0.11563933,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:00:58 ART 2013,16-abr-2013 21:00:57.492,-60.74106534,-32.73765688,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.04588685,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:00:59 ART 2013,16-abr-2013 21:00:59.087,-60.74106535,-32.73765688,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.65311527,-0.10135156,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:01:00 ART 2013,16-abr-2013 21:00:59.842,-60.74106538,-32.73765689,0.0,5.0,37.400001525878906,0.0,-0.07848062,0.78480613,9.57463551,-0.10793,-,-,-,1.92323327,-,-,-,-,-0.0379987,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:01 ART 2013,16-abr-2013 21:01:00.490,-60.7410654,-32.73765689,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:02 ART 2013,16-abr-2013 21:01:01.544,-60.74106543,-32.7376569,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.14238912,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:03 ART 2013,16-abr-2013 21:01:02.481,-60.74106545,-32.7376569,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.33919334,-0.13345623,-,-,-,1.92323327,-,-,-,-,-0.04588685,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:04 ART 2013,16-abr-2013 21:01:03.569,-60.74106546,-32.73765691,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.05550061,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:05 ART 2013,16-abr-2013 21:01:04.485,-60.74106548,-32.73765692,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.62784493,9.33919334,-0.13295311,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:07 ART 2013,16-abr-2013 21:01:05.484,-60.74106549,-32.73765691,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:08 ART 2013,16-abr-2013 21:01:07.368,-60.74106549,-32.7376569,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:08 ART 2013,16-abr-2013 21:01:07.486,-60.74106549,-32.7376569,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:09 ART 2013,16-abr-2013 21:01:08.486,-60.74106549,-32.73765689,0.0,6.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,6,6
Tue Apr 16 21:01:10 ART 2013,16-abr-2013 21:01:09.486,-60.7410655,-32.73765688,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.04588685,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:11 ART 2013,16-abr-2013 21:01:10.585,-60.74106552,-32.73765689,0.0,6.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.06874827,-,-,-32.73765564,-60.74106598,0,6,6
Tue Apr 16 21:01:12 ART 2013,16-abr-2013 21:01:11.469,-60.74106554,-32.7376569,0.0,6.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.33919334,-0.13345623,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,6,6
Tue Apr 16 21:01:13 ART 2013,16-abr-2013 21:01:12.604,-60.74106555,-32.7376569,0.0,6.0,37.400001525878906,0.0,-0.07848062,0.54936433,9.41767406,-0.12557083,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,6,6
Tue Apr 16 21:01:14 ART 2013,16-abr-2013 21:01:13.544,-60.74106556,-32.73765691,0.0,6.0,37.400001525878906,0.0,-0.07848062,0.54936433,9.41767406,-0.12557083,-,-,-,1.92323327,-,-,-,-,-0.0379987,-,-,-32.73765564,-60.74106598,0,6,6
Tue Apr 16 21:01:15 ART 2013,16-abr-2013 21:01:14.465,-60.74106557,-32.73765692,0.0,6.0,37.400001525878906,0.0,-0.15696123,0.62784493,9.33919334,-0.13295311,-,-,-,1.92323327,-,-,-,-,-0.04538355,-,-,-32.73765564,-60.74106598,0,6,6
Tue Apr 16 21:01:16 ART 2013,16-abr-2013 21:01:15.485,-60.74106557,-32.73765692,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.62784493,9.41767406,-0.12497205,-,-,-,1.92323327,-,-,-,-,-0.03739972,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:17 ART 2013,16-abr-2013 21:01:16.484,-60.74106558,-32.73765693,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.03739972,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:18 ART 2013,16-abr-2013 21:01:17.485,-60.74106559,-32.73765693,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.33919334,-0.13345623,-,-,-,1.92323327,-,-,-,-,-0.04598755,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:19 ART 2013,16-abr-2013 21:01:18.551,-60.74106559,-32.73765693,0.0,5.0,37.400001525878906,0.0,-0.07848062,0.4708837,9.33919334,-0.13399321,-,-,-,1.92323327,-,-,-,-,-0.03739972,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:01:20 ART 2013,16-abr-2013 21:01:19.480,-60.7410656,-32.73765693,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.33919334,-0.13345623,-,-,-,1.92323327,-,-,-,-,-0.04588685,-,-,-32.73765564,-60.74106598,0,5,5
Tue Apr 16 21:01:21 ART 2013,16-abr-2013 21:01:20.465,-60.7410656,-32.73765693,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.04538355,-,-,-32.73765564,-60.74106598,0,5,5
Tue Apr 16 21:01:22 ART 2013,16-abr-2013 21:01:21.631,-60.74106561,-32.73765693,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,5,5
Tue Apr 16 21:01:23 ART 2013,16-abr-2013 21:01:22.477,-60.74106561,-32.73765693,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.04588685,-,-,-32.73765564,-60.74106598,0,5,4
Tue Apr 16 21:01:24 ART 2013,16-abr-2013 21:01:23.474,-60.74106561,-32.73765693,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.33919334,-0.13345623,-,-,-,1.92323327,-,-,-,-,-0.04588685,-,-,-32.73765564,-60.74106598,0,5,3
Tue Apr 16 21:01:25 ART 2013,16-abr-2013 21:01:24.488,-60.74106561,-32.73765694,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,5,3
Tue Apr 16 21:01:26 ART 2013,16-abr-2013 21:01:25.547,-60.74106561,-32.73765694,0.0,6.0,37.400001525878906,0.0,-0.31392246,0.62784493,9.57463551,-0.10861647,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,6,3
Tue Apr 16 21:01:27 ART 2013,16-abr-2013 21:01:26.550,-60.7410656,-32.73765694,0.0,6.0,37.400001525878906,0.0,-0.15696123,0.4708837,9.41767406,-0.12590361,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,6,3
Tue Apr 16 21:01:28 ART 2013,16-abr-2013 21:01:27.727,-60.7410656,-32.73765694,0.0,6.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.03833163,-,-,-32.73765564,-60.74106598,0,6,3
Tue Apr 16 21:01:29 ART 2013,16-abr-2013 21:01:28.657,-60.7410656,-32.73765695,0.0,8.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.02974556,-,-,-32.73765564,-60.74106598,0,8,3
Tue Apr 16 21:01:30 ART 2013,16-abr-2013 21:01:29.565,-60.74106558,-32.73765695,0.0,8.0,37.400001525878906,0.0,-0.23544185,0.62784493,9.41767406,-0.12480575,-,-,-,1.92323327,-,-,-,-,-0.06189625,-,-,-32.73765564,-60.74106598,0,8,4
Tue Apr 16 21:01:31 ART 2013,16-abr-2013 21:01:30.493,-60.74106558,-32.73765694,0.0,7.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.49615479,-0.11732048,-,-,-,1.92323327,-,-,-,-,-0.02974556,-,-,-32.73765564,-60.74106598,0,7,4
Tue Apr 16 21:01:32 ART 2013,16-abr-2013 21:01:31.496,-60.74106558,-32.73765695,0.0,7.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12623169,-,-,-,1.92323327,-,-,-,-,-0.03017471,-,-,-32.73765564,-60.74106598,0,7,4
Tue Apr 16 21:01:33 ART 2013,16-abr-2013 21:01:32.815,-60.7410656,-32.73765695,0.0,6.0,37.400001525878906,0.0,-0.23544185,0.4708837,9.41767406,-0.12573719,-,-,-,1.92323327,-,-,-,-,-0.03749952,-,-,-32.73765564,-60.74106598,0,6,5
Tue Apr 16 21:01:34 ART 2013,16-abr-2013 21:01:33.608,-60.7410656,-32.73765695,0.0,6.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03816515,-,-,-32.73765564,-60.74106598,0,6,5
Tue Apr 16 21:01:35 ART 2013,16-abr-2013 21:01:34.607,-60.7410656,-32.73765695,0.0,6.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.49615479,-0.11732048,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,6,5
Tue Apr 16 21:01:36 ART 2013,16-abr-2013 21:01:35.490,-60.7410656,-32.73765695,0.0,6.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,6,5
Tue Apr 16 21:01:37 ART 2013,16-abr-2013 21:01:36.507,-60.74106559,-32.73765694,0.0,5.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,5,5
Tue Apr 16 21:01:38 ART 2013,16-abr-2013 21:01:37.488,-60.74106559,-32.73765693,0.0,5.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03833163,-,-,-32.73765564,-60.74106598,0,5,5
Tue Apr 16 21:01:39 ART 2013,16-abr-2013 21:01:38.558,-60.74106559,-32.73765693,0.0,5.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03816515,-,-,-32.73765564,-60.74106598,0,5,5
Tue Apr 16 21:01:40 ART 2013,16-abr-2013 21:01:39.544,-60.74106559,-32.73765693,0.0,5.0,37.400001525878906,0.0,-0.15696123,0.39240307,9.57463551,-0.11028552,-,-,-,1.92323327,-,-,-,-,-0.03816515,-,-,-32.73765564,-60.74106598,0,5,5
Tue Apr 16 21:01:41 ART 2013,16-abr-2013 21:01:40.540,-60.7410656,-32.73765694,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.39240307,9.57463551,-0.11012179,-,-,-,1.92323327,-,-,-,-,-0.04571906,-,-,-32.73765564,-60.74106598,0,4,5
Tue Apr 16 21:01:42 ART 2013,16-abr-2013 21:01:41.540,-60.7410656,-32.73765693,0.0,4.0,37.400001525878906,0.0,0,0.15696123,9.73159599,-0.09510684,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,5
Tue Apr 16 21:01:43 ART 2013,16-abr-2013 21:01:42.735,-60.7410656,-32.73765693,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.05414542,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:01:44 ART 2013,16-abr-2013 21:01:43.490,-60.74106561,-32.73765694,0.0,4.0,37.400001525878906,0.0,-0.62784493,0.15696123,9.1822319,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.04571906,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:01:45 ART 2013,16-abr-2013 21:01:44.822,-60.74106564,-32.73765695,0.0,4.0,37.400001525878906,0.0,0.07848062,0.78480613,9.73159599,-0.09198308,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:01:46 ART 2013,16-abr-2013 21:01:45.592,-60.74106567,-32.73765695,0.0,4.0,37.400001525878906,0.0,-0.31392246,0.54936433,9.41767406,-0.12507182,-,-,-,1.92323327,-,-,-,-,-0.03816515,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:01:47 ART 2013,16-abr-2013 21:01:46.510,-60.74106569,-32.73765696,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:01:48 ART 2013,16-abr-2013 21:01:47.588,-60.7410657,-32.73765696,0.0,4.0,37.400001525878906,0.0,-0.4708837,0.62784493,9.02527046,-0.16376466,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:01:49 ART 2013,16-abr-2013 21:01:48.769,-60.7410657,-32.73765696,0.0,4.0,37.400001525878906,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:01:50 ART 2013,16-abr-2013 21:01:49.550,-60.7410657,-32.73765695,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.02974556,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:01:51 ART 2013,16-abr-2013 21:01:50.478,-60.74106571,-32.73765695,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.49615479,-0.11732048,-,-,-,1.92323327,-,-,-,-,-0.03816515,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:01:52 ART 2013,16-abr-2013 21:01:51.488,-60.7410657,-32.73765695,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.4708837,9.41767406,-0.12406914,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:01:53 ART 2013,16-abr-2013 21:01:52.560,-60.7410657,-32.73765694,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03816515,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:01:54 ART 2013,16-abr-2013 21:01:53.532,-60.74106568,-32.73765694,0.0,4.0,37.400001525878906,0.0,-0.31392246,0.4708837,9.41767406,-0.12550426,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:01:55 ART 2013,16-abr-2013 21:01:54.487,-60.74106567,-32.73765694,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.49615479,-0.11732048,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:01:56 ART 2013,16-abr-2013 21:01:55.889,-60.74106566,-32.73765693,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:01:57 ART 2013,16-abr-2013 21:01:56.465,-60.74106564,-32.73765693,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:01:58 ART 2013,16-abr-2013 21:01:57.486,-60.74106563,-32.73765694,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:01:59 ART 2013,16-abr-2013 21:01:58.560,-60.74106561,-32.73765692,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.4708837,9.41767406,-0.12573719,-,-,-,1.92323327,-,-,-,-,-0.06135024,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:02:00 ART 2013,16-abr-2013 21:01:59.712,-60.74106559,-32.7376569,0.0,3.0,37.5,0.0,-0.23544185,0.54936433,9.49615479,-0.11732048,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,3,8
Tue Apr 16 21:02:01 ART 2013,16-abr-2013 21:02:00.482,-60.74106559,-32.73765689,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.4708837,9.41767406,-0.12573719,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:02:02 ART 2013,16-abr-2013 21:02:01.626,-60.74106558,-32.73765689,0.0,4.0,37.5,0.0,-0.23544185,0.4708837,9.41767406,-0.12573719,-,-,-,1.92323327,-,-,-,-,-0.03816515,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:02:03 ART 2013,16-abr-2013 21:02:02.468,-60.74106559,-32.7376569,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03816515,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:02:04 ART 2013,16-abr-2013 21:02:03.483,-60.74106558,-32.73765689,0.0,4.0,37.5,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,8
Tue Apr 16 21:02:05 ART 2013,16-abr-2013 21:02:04.724,-60.74106557,-32.73765688,0.0,4.0,37.5,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:02:06 ART 2013,16-abr-2013 21:02:05.567,-60.74106555,-32.73765688,0.0,4.0,37.5,0.0,-0.23544185,0.54936433,9.41767406,-0.12530464,-,-,-,1.92323327,-,-,-,-,-0.0370006,-,-,-32.73765564,-60.74106598,0,4,7
Tue Apr 16 21:02:07 ART 2013,16-abr-2013 21:02:06.544,-60.74106556,-32.73765689,0.0,4.0,37.400001525878906,0.0,-0.31392246,0.31392246,9.57463551,-0.11018729,-,-,-,1.92323327,-,-,-,-,-0.02260995,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:02:08 ART 2013,16-abr-2013 21:02:07.506,-60.74106555,-32.73765689,0.0,4.0,37.400001525878906,0.0,-0.23544185,0.54936433,9.49615479,-0.11732048,-,-,-,1.92323327,-,-,-,-,-0.02175848,-,-,-32.73765564,-60.74106598,0,4,6
Tue Apr 16 21:02:09 ART 2013,16-abr-2013 21:02:08.485,-60.74106552,-32.73765689,0.0,5.0,37.5,0.0,-0.23544185,0.54936433,9.49615479,-0.11732048,-,-,-,1.92323327,-,-,-,-,-0.02974556,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:02:10 ART 2013,16-abr-2013 21:02:09.485,-60.74106548,-32.7376569,0.0,7.0,37.5,0.0,-0.23544185,0.54936433,9.57463551,-0.10933608,-,-,-,1.92323327,-,-,-,-,-0.02175848,-,-,-32.73765564,-60.74106598,0,7,6
Tue Apr 16 21:02:11 ART 2013,16-abr-2013 21:02:10.487,-60.74106538,-32.73765692,0.0,9.0,37.5,0.0,-0.23544185,0.54936433,9.49615479,-0.11732048,-,-,-,1.92323327,-,-,-,-,-0.03773244,-,-,-32.73765564,-60.74106598,0,9,6
